"('November', '2015')",Human Cognition and Emotion using Physio Psychological Approach : A Survey,"B. Amutha, Bobin Kurian, Karthick Nanmaran,, N. Parvathi, G. Sivagami, M. Balasubramanian","(17, 4)"
"('November', '2015')",Enhanced Singular Value Decomposition based Fusion for Super Resolution Image Reconstruction,"K. Joseph Abraham Sundar, V. Vaithiyanathan, M. Manickavasagam, A.K. Sarkar","(17, 5)"
"('November', '2015')",Evolution of a Hybrid Model for an Effective Perimeter Security Device,"S. Selvakumar, A.R. Vasudevan","(17, 6)"
"('November', '2015')",Discrete Electronic Warfare Signal Processing using Compressed Sensing Based on Random Modulator Pre-Integrator,"M. Sreenivasa Rao, Chandan C. Mishra, K. Krishna Naik, K. Maheshwara Reddy","(17, 7)"
"('November', '2015')",Finite Element and Experimental Analyses of an Armoured Vehicle Subjected to Landmine Blast,"Atıl Erdik, Vahdet Ucar, Namik Kilic","(17, 8)"
"('November', '2015')",Path Planning Algorithm based on Arnold Cat Map for Surveillance UAVs,"Daniel-Ioan Curiac, Constantin Volosencu","(17, 9)"
"('November', '2015')",Effect of Ply Orientation on Strength and Failure Mode of Pin Jointed Unidirectional Glass-epoxy Nanoclay Laminates,"Manjeet Singh, H. Bhunia, J. S. Saini","(17, 10)"
"('November', '2015')",X-ray Diffraction Analysis of Severely Cold Deformed Hypereutectoid Steel Wire,"S. S. Bargujer, N. M. Suri, R. M. Belokar","(17, 11)"
"('Check', 'Manually')","Index to Defence Science Journal, Volume 65, 2015",Defence Science Journal,"(17, 12)"
"('Check', 'Manually')",commemorative !,commemorative !,"(17, 13)"
"('September', '2015')",Interaction among the Criteria Affecting Main Battle Tank Selection: An Analysis with DEMATEL Method,"Yavuz Gazibey, Ozkan Kantemir, Akif Demirel","(18, 0)"
"('September', '2015')",Technical Diagnostics of Tank Cannon Smooth Barrel Bore and Ramming Device,"Jiri Balla, Stanislav Prochazka, Robert Jankovych, Stanislav Beer, Zbynek Krist, Michal Kovarik","(18, 1)"
"('September', '2015')",Verification of the Efficacy of the Special Water Shaped Charge Prototype,"Stanislav Lichorobiec, Karla Barcova","(18, 2)"
"('September', '2015')",94 GHz Radiometer for Benchmarking its Operational Parameters for the Remote Detecton of Concealed Threat,"Ashok Kumar, B.S. Jassal","(18, 3)"
"('September', '2015')",2-D Imaging of Concealed Objects using Circular Co-Arrays at MM Wave Frequencies:  Simulation and Experimental Results,Rajendra Prasad Dixit,"(18, 4)"
"('September', '2015')",Poly Fractal Boundary Circularly Polarised Microstrip Antenna for WLAN/Wi-MAX Wireless Applications,"V.V. Reddy, N.V.S.N. Sarma","(18, 5)"
"('September', '2015')",Simulation of Thin Film Thermocouple for High Temperature Measurement Applicable to Missiles,"Manoj Kumar Sonker, M. L. Dewal","(18, 6)"
"('September', '2015')",A Generic Method for Azimuthal Map Projection,"Narayan Panigrahi, Cyan Subhra Mishra","(18, 7)"
"('September', '2015')",Combined Tracking Strategy Based on Unscented Kalman Filter for Global Positioning System L2C CM/CL Signal,"Xuefen Zhu, Fei Shen, Jianfeng Chen, Yang Yang, Dongrui Yang, Xiyuan Chen","(18, 8)"
"('September', '2015')",Design of Reliable Analog DMTL Phase Shifter with Improved Performance for Ku Band Applications,"Shilpi Pandey, Deepak Bansal, Prachi Jhanwar, Seema Verma, K.J. Rangra","(18, 9)"
"('September', '2015')",Influence of Temperature and Time Shifts on the Densification of Randomly Oriented Carbon/Carbon Composite,Thakur Sudesh Kumar Raunija,"(18, 10)"
"('September', '2015')",Sol Freeze Dry Nd:YAG Nanopowder Synthesis and Sinterability Studies,"Rekha Mann, Kiranmala Laishram, Sheikh Ashfaq Ahmed, Khavangkhui Zimik, Neelam Malhan","(18, 11)"
"('July', '2015')",Numerical Characterisation of Jet-Vane based Thrust Vector Control Systems,"M.S.R. Chandra Murthy, Debasis Chakraborty","(19, 0)"
"('July', '2015')",Numerical Study of Pulse Detonation Engine with One-step Overall Reaction Model,"P. Srihari, M.A. Mallesh, G. Sai Krishna Prasad, B.V.N. Charyulu, D.N. Reddy","(19, 1)"
"('July', '2015')",Validation of Three-Dimensional Simulation of Flow through Hypersonic Air-breathing Engine,"Thangadurai Murugan, Sudipta De, V. Thiagarajan","(19, 2)"
"('July', '2015')",Numerical Simulation on Jet Formation of Shaped Charge with Different Liner Materials,"Cheng Wang, Jianxu Ding, Haitao Zhao","(19, 3)"
"('July', '2015')",Impact Sensitivity of RDX and Viton Compositions Prepared by Co-precipitation Method,"P. B. Wagh, S. V. Ingale, Ratanesh Kumar, R.H. Naina, T. C. Kaushik, Satish C. Gupta","(19, 4)"
"('July', '2015')",Design and Analysis of Fusion Algorithm for Multi-Frame Super-Resolution Image Reconstruction using Framelet,"K. Joseph Abraham Sundar, V. Vaithiyanathan, G. Raja Singh Thangadurai, Naveen Namdeo","(19, 5)"
"('July', '2015')",Shape Optimisation of Curved Interconnecting Ducts,"K. Srinivasan, V. Balamurugan, S. Jayanti","(19, 6)"
"('July', '2015')",Modelling and Simulation of IDMA-OFDM for Underwater Acoustic Communication,"Sangram More, K. Krishna Naik","(19, 7)"
"('July', '2015')",Interference Aware Optimisation of Throughput in Cognitive Radio System,"Gaurav Verma, O.P. Sahu","(19, 8)"
"('July', '2015')",Unmanned Aerial Vehicle Domain: Areas of Research,"Kadir Alpaslan Demir, Halil Cicibas, Nafiz Arica","(19, 9)"
"('July', '2015')",Mechanical and Wear Properties of SiC/Graphite Reinforced Al359 Alloy-based Metal Matrix Composite,"Shubhranshu Bansal, J. S. Saini","(19, 10)"
"('July', '2015')",Microstructure and Mechanical Properties of Laser Beam Welds of 15CDV6 Steel,"M.V.L Ramesh, P. Srinivasa Rao, V. Venkateswara Rao","(19, 11)"
"('May', '2015')",Internal Ballistic Code for Solid Rocket Motors using Minimum Distance Function for Grain Burnback,"Afroz Javed, Iyer Arvind Sundaram, Debasis Chakraborty","(20, 0)"
"('May', '2015')",Numerical Simulation of a Hypersonic Air Intake,"Soumyajit Saha, Debasis Chakraborty","(20, 1)"
"('May', '2015')",Dynamic Properties of RHA Steel under Planar Shock Loading using Explosive Driven Plate Impact System,"B. Venkataramudu, P.C. Gautam, Ashish Paman, V. Madhu, A.K. Gogia","(20, 2)"
"('May', '2015')",Numerical Modelling of Caseless Ammunition with Coreless Bullet in Internal Ballistics,"U. S. Silva-Rivera, J. M. Sandoval-Pineda, O. Susarrey-Huerta, L. A. Flores-Herrera, P. A. Tamayo-Meza","(20, 3)"
"('May', '2015')",Analgorithmic Framework for Automatic Detection and Tracking Moving Point Targets in IR Image Sequences,"R. Anand Raji, Ravi Shankar Chekuri, Ravi Kumar Karri, A.P. Regu Kumar","(20, 4)"
"('May', '2015')",Image Steganography using Hybrid Edge Detector and Ridgelet Transform,"S. Uma Maheswari, D. Jude Hemanth","(20, 5)"
"('May', '2015')",Simulation for Path Planning of SLOCUM Glider in Near-bottom Ocean Currents Using Heuristic Algorithms and Q-Learning,"Utkarsh Gautam, Malmathanraj Ramanathan","(20, 6)"
"('May', '2015')",Watermarking Categorical Data : Algorithm and Robustness Analysis,"Vidhi Khanduja, Shampa Chakraverty, Om Prakash Verma","(20, 7)"
"('May', '2015')",FPGA-Based Realisation of SDR with OFDM Tranceiver,"Neenu Joseph, P. Nirmal Kumar","(20, 8)"
"('May', '2015')",Design and Analysis of Slit-cut Stacked Equilateral Triangular Microstrip Patch Antenna,"Prabal Pratap, R. S. Bhatia, Binod Kumar, Mohd Nazir, Saurabh Pratap","(20, 9)"
"('May', '2015')",Free Vibration and Dynamic Stability of Functionally Graded Material Plates on Elastic Foundation,"I. Ramu, S.C. Mohanty","(20, 10)"
"('May', '2015')",Synthesis and Characterisation of Nano Silver Particle-based Magnetorheological Fluids for Brakes,"Chiranjit Sarkar, Harish Hirani","(20, 11)"
"('March', '2015')",Architecture Design and Performance Analysis of Supervisory Control System of Multiple UAVs,"Guozhong Zhang, Xin Lei, Yifeng Niu, Daibing Zhang","(21, 0)"
"('March', '2015')",Slag Prediction in Submerged Rocket Nozzle Through Two-Phase CFD Simulations,"Amit Kumar Chaturvedi, Sudarshan Kumar, Debasis Chakraborty","(21, 1)"
"('March', '2015')",Trajectory Optimisation of Long Range and Air-to-Air Tactical Flight Vehicles,"M. Manickavasagam, A. K. Sarkar, V. Vaithiyanathan","(21, 2)"
"('Error', 'Error')",Unsteady MHD Flow of Elastico-Viscous Incompressible Fluid through a Porous Medium between Two Parallel Plates under the Influence of a Magnetic Field,S. B. Kulkarni,"(21, 3)"
"('March', '2015')",Effect of Loading Densities in Closed Vessel Tests on the Burning Rate of a Propelling Charge,"Pragati Mehta, Chandrakala P. Shetty, Ramesh N. Pundkar, Himanshu Shekhar","(21, 4)"
"('March', '2015')","Preparation and Properties of 1, 3, 5, 7-Tetranitro-1, 3, 5, 7-Tetrazocane-based Nanocomposites","Xiaofeng Shi, Jingyu Wang, Xiaodong Li, Chongwei An, Jiang Wang, Wei Ji","(21, 5)"
"('March', '2015')",Modelling and Simulation of a River-Crossing Operation via Discrete Event Simulation with Engineering Details,"Chungjo Jung, Woo-Seop Yun, Il-Chul Moon, Tae-Eog Lee","(21, 6)"
"('March', '2015')",The Application of Bass Diffusion Model in Forecasting Telecommunication Services Users in Military Assistance to Civilian Authorities,"Boban Z. Pavlovic, Samed M. Karovic","(21, 7)"
"('March', '2015')",Hand Vein Pattern Recognition using Natural Image Statistics,"T. Anantha kumar, K. Premalatha, A.M. Natarajan","(21, 8)"
"('March', '2015')",Omni-directional Slotted Waveguide Antenna with Low Omni Ripple at MM Wave,"Pramendra Kumar Verma, Raj Kumar, Mahakar Singh","(21, 9)"
"('March', '2015')",Creep Analysis of a Variable Thickness Rotating FGM Disc using Tresca Criterion,"Kishore Khanna, V. K. Gupta, S. P. Nigam","(21, 10)"
"('March', '2015')",Evaluation of Tensile Properties and their Correlation with Microstructural Characteristics of a Closed Die Forging of Iso-symmetrical Aerospace Grade Ti-6Al-4V Alloy,"Anuradha Nayak Majila, D. Chandru Fernando, S.N. Narendra Babu, B.V.A. Patnaik, N.E. Prasad","(21, 11)"
"('January', '2015')",commemorative !,commemorative !,"(22, 0)"
"('January', '2015')",Faster Acquisition Technique for Software-defined GPS Receivers,"M. Venu Gopala Rao, D. Venkata Ratnam","(22, 1)"
"('January', '2015')",Optimised Cockpit Heat Load Analysis using Skin Temperature Predicted by CFD and Validation by Thermal Mapping to Improve the Performance of Fighter Aircraft,"Paresh Gupta, S. P. S. Rajput","(22, 2)"
"('January', '2015')",Phase-shift Cavity Ring Down Spectroscopy Set-up for NO2 Sensing : Design and Fabrication,"Cherry Dhiman, Mohd. Shahid Khan, M.N. Reddy","(22, 3)"
"('January', '2015')",Propellant Grade Hydrazine in Mono/Bi-propellant Thrusters: Preparation and Performance Evaluation,"S. Krishnamachary, S. Krishna Mohan, S. G. Kulkarni, D. Jayaraman, M. Raghavendra Rao, L. Dev Singh, Sai Krishna Prasad","(22, 4)"
"('January', '2015')",Augmented Command and Control Table to Support Network-Centric Operations,"Alessandro Zocco, Lucio Tommaso De Paolis","(22, 5)"
"('January', '2015')",Design and Implementation of a Beam Forming Network for a Phased Array Antenna,"S. Devimeena, D. Venkatesh","(22, 6)"
"('January', '2015')",Detecting Inception of Hydrodynamic Cavitation Noise of Ships using Quadratic Phase Coupling Index as an Indicator,"M. Sandhya, K. Rajarajeswari, P. Seetaramaiah","(22, 7)"
"('January', '2015')",Emerging Trends in Instrumentation in Rocket Motor Testing,"Arun Kumar, L. Anjaneyulu","(22, 8)"
"('January', '2015')",Range-only Target Localisation using Geometrically Constrained Optimisation,"En Fan, Weixin Xie, Zongxiang Liu, Peng-fei Li","(22, 9)"
"('January', '2015')",Blast Diffusion by Different Shapes of Domes,"Ram Ranjan Sahu, Pramod Kumar Gupta","(22, 10)"
"('January', '2015')",Structural Integrity Analysis of a Battle Tank Gun Barrel during Service,"Shahnawaz Ahmad, Vikas Kumar","(22, 11)"
"('November', '2014')",Development in Test and Evaluation of Armaments,R. Appavuraj,"(23, 0)"
"('November', '2014')",Measuring Projectile Velocity using Shock Wave Pressure Sensors,"Sankarsan Padhy, Susmita Panigrahi","(23, 1)"
"('November', '2014')",Coefficient of Drag and Trajectory Simulation of 130 mm Supersonic Artillery Shell with Recovery Plug or Fuze,"S. Sahoo, M.K. Laha","(23, 2)"
"('November', '2014')","Flow Around a Conical Nose with Rounded Tail Projectile for Subsonic, Transonic, and Supersonic Flow Regimes : A Numerical Study","Amitesh Kumar, H. S. Panda, T. K. Biswal, R. Appavuraj","(23, 3)"
"('November', '2014')",Determining Point of Burst of Artillery Shells using Acoustic Source Localisation,"Vanapalli Sreeramamurthy, Saptarsi Dutta, Sankarsan Padhy, Aniruddha Bose","(23, 4)"
"('November', '2014')",System Analysis and Design of Armament Integrated Management System,"R. Appavuraj, Pranab Kumar Das Gupta, Pranab Ghosh, P.B. Samal, Anjan Saha","(23, 5)"
"('November', '2014')",Set Down Study of Projectile in Flight Through Imaging,"Suman Kumar Choudhury, Pankaj Kumar Sa, Banshidhar Majhi, Tapan Kumar Biswal","(23, 6)"
"('November', '2014')",Inter-level Spatial Cloud Compression Algorithm,"Pranab Kumar Das Gupta, Sabyasachi Pattnaik, Manojranjan Nayak","(23, 7)"
"('November', '2014')",Heart Rate Variability based Classification of Normal and Hypertension Cases by Linear-nonlinear Method,"M. G. Poddar, Vinod Kumar, Yash Paul Sharma","(23, 8)"
"('November', '2014')",An Algorithm to Estimate Scale Weights of Complex Wavelets for Effective Feature Extraction in Aerial Images,"Shubha Bhat, Ramesh D.R. Babu, Krishnan Rangarajan, Ramakrishna K.A.","(23, 9)"
"('November', '2014')",Intelligent UAV-Assisted Localisation to Conserve Battery Energy in Military Sensor Networks,"P.Shunmuga Perumal, V. Rhymend Uthariaraj, V.R. Elgin Christo","(23, 10)"
"('November', '2014')",Amplitude and Phase Statistics of Multi-look SAR Complex Interferogram,"Yu Anxi, Wei Haijun, Dong Zhen, Huang Haifeng","(23, 11)"
"('Check', 'Manually')",commemorative !,commemorative !,"(23, 12)"
"('September', '2014')",Numerical Investigation of Hydrogen-fuelled Scramjet Combustor with Cavity Flame Holder,"Malsur Dharavath, P. Manna, Debasis Chakraborty","(24, 0)"
"('September', '2014')",Phase-shift Cavity Ring-down Technique for Detection of NO2 in PPM Concentration,"Cherry Dhiman, Mohd. Shahid Khan, M.N. Reddy","(24, 1)"
"('September', '2014')",TNT Equivalency of Unconfined Aerosols of Propylene Oxide,"A. Apparao, C. R. Rao","(24, 2)"
"('September', '2014')",Advanced Mission Management System for Unmanned Aerial Vehicles,"R. Anand Raji, A.P. Regu Kumar, Sheetal Purohit, T. Lakshmi, Venkatesh Dwivedi, Keshari Kumar","(24, 3)"
"('September', '2014')",Designing Integration Unit to Integrate Navigational and Tactical Equipment Onboard Naval Platforms,"Kishor Choudhury, Ashok Kumar, Wareendra Nath","(24, 4)"
"('September', '2014')",Frequency and Spatial Domains Adaptive-based Enhancement Technique for Thermal Infrared Images,"Debasis Chaudhuri, S. Porwal","(24, 5)"
"('September', '2014')",Two-dimensional Length Extraction of Ballistic Target from ISAR Images Using a New Scaling Method by Affine Registration,"Jin Guanghu, Gao Xunzhang, Dong Zhen","(24, 6)"
"('September', '2014')",Performance Analysis of Ultra Wideband Multiple Access Time Hopping – Pulse Shape Modulation in Presence of Timing Jitter,"D. Adhikari, C. Bhattacharya","(24, 7)"
"('September', '2014')",Discrete Deterministic Modelling of Autonomous Missiles Salvos,"Momcilo Milinovic, Dalibor Petrovic, Olivera Jeremic, Mitar Kovac","(24, 8)"
"('September', '2014')",Ballistic Performance of Alumina and Zirconia-toughened Alumina Against 7.62 Armour Piercing Projectile,"S G. Savio, V Madhu, A. K. Gogia","(24, 9)"
"('September', '2014')",Detonation Output Properties of D-shape Structure,"Ji-feng WEI, Chao Zhang, Shu-Shan Wang","(24, 10)"
"('September', '2014')",Nd:GGG Nanopowders by Microwave Gel Combustion Route and Sinterability Studies,"Kiranmala Laishram, Rekha Mann, Richa Sharma, Dinesh Bhardwaj, Suman Shakya, Neelam Malhan","(24, 11)"
"('July', '2014')",Simulation of Flapping-wing Unmanned Aerial Vehicle using X-plane and Matlab/Simulink,"A. Kaviyarasu, K. Senthil Kumar","(25, 0)"
"('July', '2014')",Laser Induced Breakdown Spectroscopy for Classification of High Energy Materials using Elemental Intensity Ratios,"S. Sreedhar, Manoj Kumar Gundawar, S. Venugopal Rao","(25, 1)"
"('July', '2014')",Modeling of Cooling and Solidification of TNT based Cast High Explosive Charges,"A. Srinivas Kumar, V. Dharma Rao","(25, 2)"
"('July', '2014')",An Efficient ΣΔ-STAP Detector for Radar Seeker using RPCA Post-processing,"Zhao Lei, Luo XiLing, Sun Jinping, Lu Songtao","(25, 3)"
"('July', '2014')",A Quaternionic Wavelet Transform-based Approach for Object Recognition,"R. Ahila Priyadharshini, S. Arivazhagan","(25, 4)"
"('July', '2014')",Development of C-Band RF Front-end of Precision Coherent Mono-pulse C-Band Radar,"Arun Kumar Ray, Rathin Chandra Shit, Radhey Shyam Yadav","(25, 5)"
"('July', '2014')",Requirements Analysis of an Integrated Sonar Suite for Surface Ships : Systems Engineering Perspective,"Ajith Kumar K., Jomon George, Jagathyraj V.P","(25, 6)"
"('July', '2014')",Differential Degradation Assessment of Helicopter Engines Operated in Marine Environment,Mathews P. Samuel,"(25, 7)"
"('July', '2014')",Risk Quantification and Evaluation Modelling,"Manmohan Singh, M.D. Jaybhaye, S.K. Basu","(25, 8)"
"('July', '2014')",Technique for Exterior Expansion Measurement During Autofrettaging for Constant Fatigue Life,Rajeev M. Bhatnagar,"(25, 9)"
"('July', '2014')",Ballistic Impact on Glass/Epoxy Composite Laminates,"R. Velmurugan, Rahul S. Sikarwar","(25, 10)"
"('July', '2014')",Computation of Onset and Growth of Delamination in Double Cantilever beam Specimens Subjected to Fatigue Loading,"Krishna Lok Singh, Madhu K.S., Mallikarjun Vaggar","(25, 11)"
"('July', '2014')",Performance Investigation of Nylon-Kevlar Ringslot Parachute,"Swadesh Kumar, Anurag Yadav, S.M. Jain, Mahboob Ahmed, S.P. Singh","(25, 12)"
"('May', '2014')",Staudinger’s Concept on Polymer Science and the Impact of Ziegler-Natta Catalyst on Polymer Technology,G. S. Mukherjee,"(26, 0)"
"('May', '2014')",Fabrication and Characterisation of Polyaniline/Laponite based Semiconducting Organic/Inorganic Hybrid Material,"Walt V.K. Wheelwright, Sudip Ray, Ralph P. Cooney","(26, 1)"
"('May', '2014')",Carboxymethyl Chitosan Modified Montmorillonite for Efficient Removal of Cationic Dye from Waste Water,"Pritha Mitra, Kishor Sarkar, P. P. Kundu","(26, 2)"
"('May', '2014')",Keratinous Materials as Novel Absorbent Systems for Toxic Pollutants,"Arun Ghosh, Stewart R. Collie","(26, 3)"
"('May', '2014')",Mechanical and Swelling Properties of Poly (vinyl alcohol) and Hyaluronic Acid Gels used in Biomaterial Systems - a Comparative Study,"Jagadeeshwar Kodavaty, Abhijit P. Deshpande","(26, 4)"
"('May', '2014')",Effect of Surface Fluorination of Poly (p-Phenylene Terephthalamide) Fiber,"Jayanta Maity, Chacko Jacob, Ram Prakash Singh","(26, 5)"
"('May', '2014')",Investigation on Impact Strength Properties of Kevlar Fabric using Different Shear Thickening Fluid Composition,"R. Joselin, W. Jacob Wilson","(26, 6)"
"('May', '2014')",Environment Friendly Composite Materials: Biocomposites and Green Composites,B. C. Mitra,"(26, 7)"
"('May', '2014')",Modification of Softwood by Monomers and Nanofillers,"Ankita Hazarika, Tarun K. Maji","(26, 8)"
"('May', '2014')",Sponge Gourd (Luffa Cylindrica) Reinforced Polyester Composites: Preparation and Properties,"Valcineide O.A. Tanobe, Thais H.S. Flores-Sahagun, Sandro C. Amico, Graciela I.B. Muniz, K. G. Satyanarayana","(26, 9)"
"('May', '2014')",Development of an Advanced Engineering Polymer from the Modification of Nylon 66 by e-Beam Irradiation,"N. K. Pramanik, R. S. Haldar, U. K. Niyogi, M. S. Alam","(26, 10)"
"('May', '2014')",Magnetic and Microstructural Studies on PVA/Co Nanocomposite Prepared by Ion Beam Sputtering Technique,"Preeti Sachdev, M. Banerjee, G. S. Mukherjee","(26, 11)"
"('May', '2014')",Strain Rate Dependent Behavior of Glass/Nano Clay Filled Epoxy Resin Composite,"R. Velmurugan, S. Gurusideswar","(26, 12)"
"('May', '2014')",A Concise Account on the Properties of CNT-Reinforced Epoxy Composites based on some Select References,"L. Chang, Sri Bandyopadhyay","(26, 13)"
"('May', '2014')",Influence of Temperature on the Conformational Guided Physical Properties of Ultrathin Films of PLLA,"Pallavi Pandit, Mandira Banerjee, G. S. Mukherjee, Rakesh Parikh, U. P. Deshpanday, Ajay Gupta","(26, 14)"
"('May', '2014')",Quantitative Analysis of Curing Mechanisms of Epoxy Resin by Mid- and Near- Fourier Transform Infra Red Spectroscopy,"Sagar T. Cholake, Mykanth R. Mada, R.K. Singh Raman, Yu Bai, Xl Zhao, Sami Rizkalla, Sri Bandyopadhyay","(26, 15)"
"('March', '2014')",Exploitation of Acoustic signature of Low flying Aircraft using  Acoustic Vector Sensor,"A. Saravanakumar, K. Senthilkumar","(27, 0)"
"('March', '2014')",Haematological and Biochemical Changes in Response to Stress Induced by the Administration of Amikacin Injection by Autoinjector in Animals,"R Vijayaraghavan, R. Selvaraj, S. Krishna Mohan, P. G. Gopi, C. B. Tharani","(27, 1)"
"('March', '2014')",Curvelet and Ridgelet-based Multimodal Biometric Recognition System  using Weighted Similarity Approach,"S. Arivazhagan, Jayaram Raja Sekar, S. Shobana Priyadharshini","(27, 2)"
"('March', '2014')",Network-based Metric for Measuring Combat Effectiveness,"Youngwoo Lee, Taesik Lee","(27, 3)"
"('March', '2014')",Probabilistic Analysis of Anti-ship Missile Defence Effectiveness,Debasis Dutta,"(27, 4)"
"('March', '2014')",Registration of Airborne Infrared Images using Platform Attitude Information,"Ravi Shankar Chekuri, R. Anand Raji","(27, 5)"
"('March', '2014')",A Linear Antenna Array Failure Correction with Null Steering using Firefly Algorithm,"Narwant Singh Grewal, Munish Rattan, Manjeet Singh Patterh","(27, 6)"
"('March', '2014')",Analysis of Magneto-inductive System for Rocket Sled Velocity Measurement Beyond Mach 1.5,"P. K. Khosla, Rajesh Khanna, Sanjay Prakash Sood","(27, 7)"
"('March', '2014')",Digital Receiver-based Electronic Intelligence System Configuration for the Detection and Identification of Intrapulse Modulated Radar Signals,"A. K. Singh, K. Subba Rao","(27, 8)"
"('March', '2014')",A Dorsal Hand Vein Recognition-based on Local Gabor Phase Quantization with Whitening Transformation,"K. Premalatha, Anantha kumar T, Natarajan A M","(27, 9)"
"('March', '2014')","Effects of Ultrasound Power, Temperature and Flow Rate of Solvent on Decontamination of Sensitive Equipment by Extraction","Marek Andrle, František Opluštil, Josef Čáslavský","(27, 10)"
"('March', '2014')",Determination of Activation Energy of Relaxation Events in Composite Solid Propellants by Dynamic Mechanical Analysis,"B. K Bihari, V.S. Wani, N.P.N. Rao, P.P. Singh, B. Bhattacharya","(27, 11)"
"('March', '2014')","Orientation, Size, and Temperature Dependent Ductile Brittle Transition in NiAl Nanowire under Tensile Loading - A Molecular Dynamics Study","V. K. Sutrakar, A. C.R. Pillai, D. Roy Mahapatra","(27, 12)"
"('January', '2014')",Transformation of Innovation Culture Over the Years,G.S. Mukherjee,"(28, 0)"
"('January', '2014')",Evaluation of Kerosene Fuelled Scramjet Combustor using a Combination of Cooled and Uncooled Struts,"C. Chandrasekhar, V. Ramanujachari, T. Kishen Kumar Reddy","(28, 1)"
"('January', '2014')",Collision-free Multiple Unmanned Combat Aerial Vehicles Cooperative Trajectory Planning for Time-critical Missions using Differential Flatness Approach,"Xueqiang Gu, Yu Zhang, Jing Chen, Lincheng Shen","(28, 2)"
"('January', '2014')",Combined Effect of Diaphragm and Oxidizer Swirl on Regression Rate in Hybrid Rocket Motors,"Palani Kumar Chidambaram, Amit Kumar","(28, 3)"
"('January', '2014')",Real-time Desktop Flying Qualities Evaluation Simulator,"Kamali C., Archana Hebbar, T. Vijeesh, S. Moulidharan","(28, 4)"
"('January', '2014')",Kinetic Spectrophotometric Determination of Propellant Grade Hydrazines using Thiophenes with Active Carbonyl Groups,"Selvakumar Subramanian, Somanathan Narayanasastri, Audisesha Reddy Kami Reddy","(28, 5)"
"('January', '2014')",Fast Parameterless Ballistic Launch Point Estimation based on k-NN Search,"Soojin Kim, Hyunjoong Kim, Sungzoon Cho","(28, 6)"
"('January', '2014')",Edge Strength based Fuzzification of Colour Demosaicking Algorithms,"Seba Susan, Deepak Aneja","(28, 7)"
"('January', '2014')",Numerical Simulation of Ballistic Impact on Armour Plate with a Simple Plasticity Model,"Vijayabaskar Narayanamurthy, C. Lakshmana Rao, B. N. Rao","(28, 8)"
"('January', '2014')",A Coplanar Waveguide Fed Rectangular Reconfigurable Patch Antenna with Switchable Strips for Polarization Diversity,"Sulakshana Chilukuri, Anjaneyulu Lokam","(28, 9)"
"('January', '2014')",Detection of Runway and Obstacles using Electro-optical and Infrared Sensors before Landing,"Satish Kumar Vegula, S. K. Kashyap, N. Shanthakumar","(28, 10)"
"('January', '2014')",An Aircraft Ranging Algorithm Based on Two Frames of Image in Monocular Image Sequence,"Xiaoning Fu, Lixia Wang","(28, 11)"
"('January', '2014')",Micro-Doppler Frequency Estimation Based on Radon-Wigner Transform,"Sun Huixia, Su Shidong","(28, 12)"
"('January', '2014')",A User Programmable Electro-optic Device for Testing Laser Seekers,"Nakul Maini, Akul Sabharwal, Kshitij Sareen, Anindita Singh, Pradeep Kumar","(28, 13)"
"('November', '2013')",Optical and Electro-Optical Instrumentation (Guest Editorial),S. S. Negi,"(29, 0)"
"('November', '2013')","Status of Uncooled Infrared Detector Technology at ULIS, France","J.L. Tissot, P. Robert, A. Durand, S. Tinnes, E. Bercier, A. Crastes","(29, 1)"
"('November', '2013')","Latest Developments of Cooled Infrared Detectors at Sofradir, France",M. Vuillermet,"(29, 2)"
"('November', '2013')","Status of Cooled and Uncooled Infrared Detectors at SCD, Israel","Philip Klipstein, Udi Mizrahi, Avraham Rami Fraenkel, Itay Shtrichman","(29, 3)"
"('November', '2013')",Development of miniature Stirling cryocooler technology for  Infrared Focal Plane array,"Manmohan Singh, Mukesh Sadana, Sunil Sachdev, Gaurav Pratap","(29, 4)"
"('November', '2013')",Design optimization of Pixel Structure for α-Si based uncooled Infrared detector,"Sudha Gupta, Anupriya Katiyar, R. K. Bhan, R. Muralidharan","(29, 5)"
"('November', '2013')",Sensor Non Uniformity Correction Algorithms and its Real Time Implementation  for Infrared Focal Plane Array-based Thermal Imaging System,Ajay Kumar,"(29, 6)"
"('November', '2013')",Design and Development of Intracavity Optical Parametric Oscillator-based  Eye Safe Laser Operating at 20 Hz without Forced Air Cooling,"Atul Bhardwaj, Lalita Agrawal, A. K. Maini","(29, 7)"
"('November', '2013')","Large Aperture, Tip Tilt Mirror for Beam Jitter correction in  High Power Lasers","Devinder Pal Ghai, Anuya Venkatesh, Het Ram Swami, Anjesh Kumar","(29, 8)"
"('November', '2013')",Infrared Background and Missiles Signature Survey,"D.V. Renuka, K. Maheswara Reddy","(29, 9)"
"('November', '2013')",Numerical Exploration of Solid Rocket Motor Blast Tube Flow Field,"Afroz Javed, P. K. Sinha, Debasis Chakraborty","(29, 10)"
"('November', '2013')",Mechanical and Explosive Properties of Plastic Bonded Explosives  Based on Mixture of HMX and TATB,"Arjun Singh, Mahesh Kumar, Pramod Soni, Manjit Singh, Alok Srivastava","(29, 11)"
"('November', '2013')",Passive Source Localization Using Compressively Sensed Towed Array,"N. Suresh Kumar, C. Bhattacharya, A. Unnikrishnan","(29, 12)"
